,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,City Preference,Highway Preference,Vehicle_Title_Partial
4380,Chevrolet,Malibu Hybrid,2010,gasoline,164,4,AUTOMATIC,FWD,4,Midsize,Sedan,34,26,1385,25925,False,False,False,False,False,False,True,False,False,True,False,2010 Chevrolet Malibu Hybrid Sedan
4381,Chevrolet,Malibu Limited,2016,gasoline,197,4,AUTOMATIC,FWD,4,Midsize,Sedan,34,24,1385,23835,True,False,False,False,False,False,False,False,False,True,False,2016 Chevrolet Malibu Limited Sedan
4385,Chevrolet,Malibu,2015,gasoline,196,4,AUTOMATIC,FWD,4,Midsize,Sedan,36,25,1385,28195,True,False,False,False,False,False,False,False,False,True,False,2015 Chevrolet Malibu Sedan
4392,Chevrolet,Malibu,2016,gasoline,160,4,AUTOMATIC,FWD,4,Midsize,Sedan,37,27,1385,21625,True,False,False,False,False,False,False,False,False,True,False,2016 Chevrolet Malibu Sedan
4394,Chevrolet,Malibu,2016,gasoline,182,4,DIRECT_DRIVE,FWD,4,Midsize,Sedan,46,47,1385,27770,False,False,False,False,False,False,True,False,False,True,False,2016 Chevrolet Malibu Sedan
4399,Chevrolet,Malibu,2017,gasoline,160,4,AUTOMATIC,FWD,4,Midsize,Sedan,36,27,1385,25125,True,False,False,False,False,False,False,False,False,True,False,2017 Chevrolet Malibu Sedan
4400,Chevrolet,Malibu,2017,gasoline,182,4,DIRECT_DRIVE,FWD,4,Midsize,Sedan,43,49,1385,27875,False,False,False,False,False,False,True,False,False,True,False,2017 Chevrolet Malibu Sedan
4404,Toyota,Matrix,2011,gasoline,132,4,AUTOMATIC,FWD,4,Compact,Hatchback,32,25,2031,19685,False,False,False,False,True,False,False,False,False,True,False,2011 Toyota Matrix Hatchback
4406,Toyota,Matrix,2011,gasoline,158,4,MANUAL,FWD,4,Compact,Hatchback,28,21,2031,19565,False,False,False,False,True,False,False,False,False,False,True,2011 Toyota Matrix Hatchback
4409,Toyota,Matrix,2012,gasoline,158,4,AUTOMATIC,AWD,4,Compact,Hatchback,26,20,2031,21715,False,False,False,False,True,False,False,False,False,False,True,2012 Toyota Matrix Hatchback
4410,Toyota,Matrix,2012,gasoline,132,4,MANUAL,FWD,4,Compact,Hatchback,32,26,2031,18845,False,False,False,False,True,False,False,False,False,True,False,2012 Toyota Matrix Hatchback
4414,Toyota,Matrix,2013,gasoline,132,4,AUTOMATIC,FWD,4,Compact,Hatchback,32,25,2031,20115,False,False,False,False,True,False,False,False,False,True,False,2013 Toyota Matrix Hatchback
4416,Toyota,Matrix,2013,gasoline,158,4,MANUAL,FWD,4,Compact,Hatchback,28,21,2031,20265,False,False,False,False,True,False,False,False,False,False,True,2013 Toyota Matrix Hatchback
4419,Nissan,Maxima,2014,gasoline,290,6,AUTOMATIC,FWD,4,Midsize,Sedan,26,19,2009,34380,False,False,False,False,False,False,False,False,True,False,True,2014 Nissan Maxima Sedan
4421,Nissan,Maxima,2016,gasoline,300,6,AUTOMATIC,FWD,4,Midsize,Sedan,30,22,2009,36990,False,False,False,False,False,True,False,False,False,True,False,2016 Nissan Maxima Sedan
4426,Nissan,Maxima,2017,gasoline,300,6,AUTOMATIC,FWD,4,Midsize,Sedan,30,21,2009,34590,False,False,False,False,False,True,False,False,False,False,True,2017 Nissan Maxima Sedan
4431,Mercedes-Benz,Maybach,2016,gasoline,523,12,AUTOMATIC,RWD,4,Large,Sedan,20,13,617,189350,False,False,True,False,False,True,False,True,False,False,True,2016 Mercedes-Benz Maybach Sedan
4432,Mercedes-Benz,Maybach,2017,gasoline,523,12,AUTOMATIC,RWD,4,Large,Sedan,21,13,617,191300,False,False,True,False,False,True,False,True,False,False,True,2017 Mercedes-Benz Maybach Sedan
4433,Mazda,Mazdaspeed 3,2011,gasoline,263,4,MANUAL,FWD,4,Compact,Hatchback,25,18,586,23700,False,False,False,True,True,False,False,False,True,False,True,2011 Mazda Mazdaspeed 3 Hatchback
4434,Mazda,Mazdaspeed 3,2012,gasoline,263,4,MANUAL,FWD,4,Compact,Hatchback,25,18,586,24000,False,False,False,True,True,False,False,False,True,False,True,2012 Mazda Mazdaspeed 3 Hatchback
4435,Mazda,Mazdaspeed 3,2013,gasoline,263,4,MANUAL,FWD,4,Compact,Hatchback,25,18,586,24200,False,False,False,True,True,False,False,False,True,False,True,2013 Mazda Mazdaspeed 3 Hatchback
4436,Acura,MDX,2015,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,SUV,27,18,204,44565,False,True,False,False,False,False,False,True,False,False,True,2015 Acura MDX SUV
4444,Acura,MDX,2016,gasoline,290,6,AUTOMATIC,FWD,4,Midsize,SUV,27,19,204,43015,False,True,False,False,False,False,False,True,False,False,True,2016 Acura MDX SUV
4460,Acura,MDX,2017,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,SUV,26,19,204,56400,False,True,False,False,False,False,False,True,False,False,True,2017 Acura MDX SUV
4470,Mercedes-Benz,Metris,2016,gasoline,208,4,AUTOMATIC,RWD,4,Compact,Minivan,23,20,617,32500,False,False,False,False,False,False,False,True,False,False,True,2016 Mercedes-Benz Metris Minivan
4471,Infiniti,M,2012,gasoline,330,6,AUTOMATIC,AWD,4,Large,Sedan,24,17,190,49850,False,False,False,False,False,False,False,True,True,False,True,2012 Infiniti M Sedan
4476,Infiniti,M,2013,gasoline,420,8,AUTOMATIC,RWD,4,Large,Sedan,24,16,190,61200,False,False,False,False,False,False,False,True,True,False,True,2013 Infiniti M Sedan
4481,Mitsubishi,Mirage G4,2017,gasoline,78,3,MANUAL,FWD,4,Compact,Sedan,40,33,436,13995,True,False,False,False,False,False,False,False,False,True,False,2017 Mitsubishi Mirage G4 Sedan
4484,Mitsubishi,Mirage,2014,gasoline,74,3,MANUAL,FWD,4,Compact,Hatchback,42,34,436,12995,False,False,False,False,True,False,False,False,False,True,False,2014 Mitsubishi Mirage Hatchback
4488,Mitsubishi,Mirage,2015,gasoline,74,3,MANUAL,FWD,4,Compact,Hatchback,42,34,436,12995,False,False,False,False,True,False,False,False,False,True,False,2015 Mitsubishi Mirage Hatchback
4493,Mitsubishi,Mirage,2017,gasoline,78,3,MANUAL,FWD,4,Compact,Hatchback,41,33,436,14795,False,False,False,False,True,False,False,False,False,True,False,2017 Mitsubishi Mirage Hatchback
4498,Lincoln,MKC,2015,gasoline,240,4,AUTOMATIC,FWD,4,Compact,SUV,29,20,61,46030,False,True,False,False,False,False,False,True,False,False,True,2015 Lincoln MKC SUV
4502,Lincoln,MKC,2016,gasoline,240,4,AUTOMATIC,FWD,4,Compact,SUV,29,20,61,46455,False,True,False,False,False,False,False,True,False,False,True,2016 Lincoln MKC SUV
4510,Lincoln,MKC,2017,gasoline,240,4,AUTOMATIC,AWD,4,Compact,SUV,25,19,61,41895,False,True,False,False,False,False,False,True,False,False,True,2017 Lincoln MKC SUV
4518,Lincoln,MKS,2014,gasoline,304,6,AUTOMATIC,FWD,4,Large,Sedan,28,19,61,38850,False,False,False,False,False,False,False,True,True,False,True,2014 Lincoln MKS Sedan
4521,Lincoln,MKS,2015,gasoline,365,6,AUTOMATIC,AWD,4,Large,Sedan,25,17,61,45840,False,False,False,False,False,False,False,True,True,False,True,2015 Lincoln MKS Sedan
4524,Lincoln,MKS,2016,gasoline,350,6,AUTOMATIC,AWD,4,Large,Sedan,24,17,61,41005,False,False,False,False,False,False,False,True,True,False,True,2016 Lincoln MKS Sedan
4527,Lincoln,MKT,2015,gasoline,365,6,AUTOMATIC,AWD,4,Large,Wagon,23,16,61,45205,False,True,False,False,False,False,False,True,True,False,True,2015 Lincoln MKT Wagon
4529,Lincoln,MKT,2016,gasoline,303,6,AUTOMATIC,FWD,4,Large,Wagon,24,16,61,43370,False,True,False,False,False,False,False,True,False,False,True,2016 Lincoln MKT Wagon
4531,Lincoln,MKT,2017,gasoline,303,6,AUTOMATIC,FWD,4,Large,Wagon,24,16,61,43530,False,True,False,False,False,False,False,True,False,False,True,2017 Lincoln MKT Wagon
4533,Lincoln,MKX,2015,gasoline,305,6,AUTOMATIC,AWD,4,Midsize,SUV,23,17,61,40850,False,True,False,False,False,False,False,True,False,False,True,2015 Lincoln MKX SUV
4535,Lincoln,MKX,2016,gasoline,303,6,AUTOMATIC,AWD,4,Midsize,SUV,26,17,61,44045,False,True,False,False,False,False,False,True,False,False,True,2016 Lincoln MKX SUV
4543,Lincoln,MKX,2017,gasoline,303,6,AUTOMATIC,FWD,4,Midsize,SUV,25,17,61,38260,False,True,False,False,False,False,False,True,False,False,True,2017 Lincoln MKX SUV
4551,Lincoln,MKZ Hybrid,2011,gasoline,191,4,AUTOMATIC,FWD,4,Midsize,Sedan,36,41,61,34645,False,False,False,False,False,False,True,True,False,True,False,2011 Lincoln MKZ Hybrid Sedan
4552,Lincoln,MKZ,2015,gasoline,231,4,AUTOMATIC,FWD,4,Midsize,Sedan,33,22,61,45555,False,False,False,False,False,False,False,True,False,True,False,2015 Lincoln MKZ Sedan
4558,Lincoln,MKZ,2016,gasoline,231,4,AUTOMATIC,AWD,4,Midsize,Sedan,31,22,61,37080,False,False,False,False,False,False,False,True,False,True,False,2016 Lincoln MKZ Sedan
4564,Lincoln,MKZ,2017,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,Sedan,38,41,61,35010,False,False,False,False,False,False,True,True,False,True,False,2017 Lincoln MKZ Sedan
4576,Tesla,Model S,2014,electric,376,0,DIRECT_DRIVE,RWD,4,Large,Sedan,90,88,1391,79900,False,False,True,False,False,True,False,False,False,True,False,2014 Tesla Model S Sedan
4580,Tesla,Model S,2015,electric,470,0,DIRECT_DRIVE,RWD,4,Large,Sedan,97,94,1391,69900,False,False,True,False,False,False,False,False,True,True,False,2015 Tesla Model S Sedan
4585,Tesla,Model S,2016,electric,532,0,DIRECT_DRIVE,AWD,4,Large,Sedan,105,102,1391,79500,False,False,True,False,False,False,False,False,True,True,False,2016 Tesla Model S Sedan
4594,McLaren,MP4-12C,2012,gasoline,592,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,22,15,416,229000,False,False,True,False,False,True,False,False,False,False,True,2012 McLaren MP4-12C Coupe
4595,McLaren,MP4-12C,2013,gasoline,616,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,22,15,416,239400,False,False,True,False,False,True,False,False,False,False,True,2013 McLaren MP4-12C Coupe
4596,Bentley,Mulsanne,2014,gasoline,505,8,AUTOMATIC,RWD,4,Large,Sedan,18,11,520,298900,False,False,True,False,False,True,False,True,False,False,True,2014 Bentley Mulsanne Sedan
4597,Bentley,Mulsanne,2015,gasoline,505,8,AUTOMATIC,RWD,4,Large,Sedan,18,11,520,303700,False,False,True,False,False,True,False,True,False,False,True,2015 Bentley Mulsanne Sedan
4598,Bentley,Mulsanne,2016,gasoline,505,8,AUTOMATIC,RWD,4,Large,Sedan,18,11,520,303700,False,False,True,False,False,True,False,True,False,False,True,2016 Bentley Mulsanne Sedan
4600,Nissan,Murano CrossCabriolet,2012,gasoline,265,6,AUTOMATIC,AWD,2,Midsize,SUV,22,17,2009,44540,False,True,False,False,False,False,False,False,False,False,True,2012 Nissan Murano CrossCabriolet SUV
4601,Nissan,Murano CrossCabriolet,2013,gasoline,265,6,AUTOMATIC,AWD,2,Midsize,SUV,22,17,2009,44540,False,True,False,False,False,False,False,False,False,False,True,2013 Nissan Murano CrossCabriolet SUV
4602,Nissan,Murano CrossCabriolet,2014,gasoline,265,6,AUTOMATIC,AWD,2,Midsize,SUV,22,17,2009,41995,False,True,False,False,False,False,False,False,False,False,True,2014 Nissan Murano CrossCabriolet SUV
4603,Nissan,Murano,2015,gasoline,260,6,AUTOMATIC,FWD,4,Midsize,SUV,28,21,2009,39000,False,True,False,False,False,False,False,False,False,False,True,2015 Nissan Murano SUV
4611,Nissan,Murano,2016,gasoline,260,6,AUTOMATIC,AWD,4,Midsize,SUV,28,21,2009,34400,False,True,False,False,False,False,False,False,False,False,True,2016 Nissan Murano SUV
4623,Nissan,Murano,2017,gasoline,260,6,AUTOMATIC,FWD,4,Midsize,SUV,28,21,2009,29740,False,True,False,False,False,False,False,False,False,False,True,2017 Nissan Murano SUV
4631,Lamborghini,Murcielago,2010,gasoline,670,12,AUTOMATED_MANUAL,AWD,2,Compact,Coupe,14,9,1158,450000,False,False,True,True,False,True,False,False,False,False,True,2010 Lamborghini Murcielago Coupe
4632,Ford,Mustang,2015,gasoline,435,8,MANUAL,RWD,2,Midsize,Convertible,25,15,5657,41800,False,False,False,False,False,True,False,False,False,False,True,2015 Ford Mustang Convertible
4635,Ford,Mustang,2015,gasoline,310,4,MANUAL,RWD,2,Midsize,Coupe,31,22,5657,25300,False,False,False,False,False,True,False,False,False,True,False,2015 Ford Mustang Coupe
4641,Ford,Mustang,2016,gasoline,435,8,MANUAL,RWD,2,Midsize,Coupe,25,15,5657,36395,False,False,False,False,False,False,False,False,True,False,True,2016 Ford Mustang Coupe
4644,Ford,Mustang,2016,gasoline,310,4,MANUAL,RWD,2,Midsize,Convertible,29,20,5657,35145,False,False,False,False,False,False,False,False,True,False,True,2016 Ford Mustang Convertible
4649,Ford,Mustang,2017,gasoline,310,4,MANUAL,RWD,2,Midsize,Coupe,30,21,5657,25645,False,False,False,False,False,False,False,False,True,False,True,2017 Ford Mustang Coupe
4652,Ford,Mustang,2017,gasoline,435,8,MANUAL,RWD,2,Midsize,Convertible,23,14,5657,42145,False,False,False,False,False,False,False,False,True,False,True,2017 Ford Mustang Convertible
4656,Mazda,MX-5 Miata,2014,gasoline,158,4,AUTOMATIC,RWD,2,Compact,Convertible,28,21,586,27505,False,False,False,False,False,False,False,False,True,False,True,2014 Mazda MX-5 Miata Convertible
4659,Mazda,MX-5 Miata,2014,gasoline,167,4,MANUAL,RWD,2,Compact,Convertible,28,21,586,26905,False,False,False,False,False,False,False,False,True,False,True,2014 Mazda MX-5 Miata Convertible
4666,Mazda,MX-5 Miata,2015,gasoline,158,4,AUTOMATIC,RWD,2,Compact,Convertible,28,21,586,28650,False,False,False,False,False,False,False,False,True,False,True,2015 Mazda MX-5 Miata Convertible
4667,Mazda,MX-5 Miata,2015,gasoline,167,4,MANUAL,RWD,2,Compact,Convertible,28,21,586,27550,False,False,False,False,False,False,False,False,True,False,True,2015 Mazda MX-5 Miata Convertible
4678,Mazda,MX-5 Miata,2016,gasoline,155,4,MANUAL,RWD,2,Compact,Convertible,34,27,586,28600,False,False,False,False,False,False,False,False,True,True,False,2016 Mazda MX-5 Miata Convertible
4684,Lincoln,Navigator,2015,gasoline,365,6,AUTOMATIC,4WD,4,Large,SUV,20,15,61,65055,False,False,False,False,False,False,False,True,False,False,True,2015 Lincoln Navigator SUV
4688,Lincoln,Navigator,2016,gasoline,380,6,AUTOMATIC,RWD,4,Large,SUV,22,16,61,63195,False,False,False,False,False,False,False,True,False,False,True,2016 Lincoln Navigator SUV
4696,Lincoln,Navigator,2017,gasoline,380,6,AUTOMATIC,RWD,4,Large,SUV,20,15,61,65560,False,False,False,False,False,False,False,True,False,False,True,2017 Lincoln Navigator SUV
4704,Volkswagen,New Beetle,2010,gasoline,150,5,MANUAL,FWD,2,Compact,Hatchback,28,20,873,18690,False,False,False,False,True,False,False,False,False,False,True,2010 Volkswagen New Beetle Hatchback
4705,Volkswagen,New Beetle,2010,gasoline,150,5,AUTOMATIC,FWD,2,Compact,Convertible,28,20,873,27390,True,False,False,False,False,False,False,False,False,False,True,2010 Volkswagen New Beetle Convertible
4716,Dodge,Nitro,2010,gasoline,210,6,AUTOMATIC,4WD,4,Midsize,SUV,21,15,1851,23250,False,True,False,False,False,False,False,False,False,False,True,2010 Dodge Nitro SUV
4726,Dodge,Nitro,2011,gasoline,260,6,AUTOMATIC,4WD,4,Midsize,SUV,21,16,1851,28995,False,True,False,False,False,False,False,False,True,False,True,2011 Dodge Nitro SUV
4736,Acura,NSX,2017,gasoline,573,6,AUTOMATED_MANUAL,AWD,2,Compact,Coupe,22,21,204,156000,False,False,True,False,False,True,True,True,False,False,True,2017 Acura NSX Coupe
4737,Nissan,NV200,2015,gasoline,131,4,AUTOMATIC,FWD,4,Compact,Minivan,26,24,2009,21710,True,False,False,False,False,False,False,False,False,True,False,2015 Nissan NV200 Minivan
4739,Nissan,NV200,2016,gasoline,131,4,AUTOMATIC,FWD,4,Compact,Minivan,26,24,2009,21760,True,False,False,False,False,False,False,False,False,True,False,2016 Nissan NV200 Minivan
4741,Nissan,NV200,2017,gasoline,131,4,AUTOMATIC,FWD,4,Compact,Minivan,26,24,2009,22230,True,False,False,False,False,False,False,False,False,True,False,2017 Nissan NV200 Minivan
4743,Lexus,NX 200t,2015,gasoline,235,4,AUTOMATIC,AWD,4,Midsize,SUV,28,21,454,35880,False,True,False,False,False,False,False,True,False,False,True,2015 Lexus NX 200t SUV
4747,Lexus,NX 200t,2016,gasoline,235,4,AUTOMATIC,FWD,4,Midsize,SUV,28,22,454,34965,False,True,False,False,False,False,False,True,False,True,False,2016 Lexus NX 200t SUV
4751,Lexus,NX 200t,2017,gasoline,235,4,AUTOMATIC,AWD,4,Midsize,SUV,27,22,454,38585,False,True,False,False,False,False,False,True,False,True,False,2017 Lexus NX 200t SUV
4755,Lexus,NX 300h,2015,gasoline,194,4,AUTOMATIC,FWD,4,Midsize,SUV,31,35,454,39720,False,True,False,False,False,False,True,True,False,True,False,2015 Lexus NX 300h SUV
4757,Lexus,NX 300h,2016,gasoline,194,4,AUTOMATIC,AWD,4,Midsize,SUV,30,33,454,41310,False,True,False,False,False,False,True,True,False,True,False,2016 Lexus NX 300h SUV
4759,Lexus,NX 300h,2017,gasoline,194,4,AUTOMATIC,AWD,4,Midsize,SUV,30,33,454,39720,False,True,False,False,False,False,True,True,False,True,False,2017 Lexus NX 300h SUV
4760,Honda,Odyssey,2015,gasoline,248,6,AUTOMATIC,FWD,4,Large,Minivan,28,19,2202,37775,True,False,False,False,False,False,False,False,False,False,True,2015 Honda Odyssey Minivan
4767,Honda,Odyssey,2016,gasoline,248,6,AUTOMATIC,FWD,4,Large,Minivan,28,19,2202,37650,True,False,False,False,False,False,False,False,False,False,True,2016 Honda Odyssey Minivan
4775,Kia,Optima Hybrid,2015,gasoline,199,4,AUTOMATIC,FWD,4,Midsize,Sedan,39,35,1720,32150,False,False,False,False,False,False,True,False,False,True,False,2015 Kia Optima Hybrid Sedan
4777,Kia,Optima Hybrid,2016,gasoline,199,4,AUTOMATIC,FWD,4,Midsize,Sedan,39,35,1720,32195,False,False,False,False,False,False,True,False,False,True,False,2016 Kia Optima Hybrid Sedan
4779,Kia,Optima Hybrid,2017,gasoline,192,4,AUTOMATIC,FWD,4,Midsize,Sedan,46,39,1720,25995,False,False,False,False,False,False,True,False,False,True,False,2017 Kia Optima Hybrid Sedan
4781,Kia,Optima,2014,gasoline,199,4,AUTOMATIC,FWD,4,Midsize,Sedan,40,36,1720,25995,False,False,False,False,False,False,True,False,False,True,False,2014 Kia Optima Sedan
4788,Kia,Optima,2015,gasoline,192,4,AUTOMATIC,FWD,4,Midsize,Sedan,34,23,1720,25790,True,False,False,False,False,False,False,False,False,True,False,2015 Kia Optima Sedan
4793,Kia,Optima,2016,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,Sedan,32,22,1720,29940,False,False,False,False,False,False,False,False,True,True,False,2016 Kia Optima Sedan
4794,Kia,Optima,2016,gasoline,178,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,39,28,1720,24140,True,False,False,False,False,False,False,False,False,True,False,2016 Kia Optima Sedan
4798,Subaru,Outback,2015,gasoline,175,4,AUTOMATIC,AWD,4,Midsize,SUV,33,25,640,30295,False,True,False,False,False,False,False,False,False,True,False,2015 Subaru Outback SUV
4805,Subaru,Outback,2016,gasoline,175,4,AUTOMATIC,AWD,4,Midsize,SUV,33,25,640,30695,False,True,False,False,False,False,False,False,False,True,False,2016 Subaru Outback SUV
4812,Subaru,Outback,2017,gasoline,175,4,AUTOMATIC,AWD,4,Midsize,SUV,32,25,640,35995,False,True,False,False,False,False,False,False,False,True,False,2017 Subaru Outback SUV
4818,Mitsubishi,Outlander Sport,2015,gasoline,148,4,AUTOMATIC,4WD,4,Compact,SUV,30,24,436,22195,False,True,False,False,False,False,False,False,False,True,False,2015 Mitsubishi Outlander Sport SUV
4827,Mitsubishi,Outlander Sport,2016,gasoline,168,4,AUTOMATIC,FWD,4,Compact,SUV,28,23,436,23995,False,True,False,False,False,False,False,False,False,True,False,2016 Mitsubishi Outlander Sport SUV
4835,Mitsubishi,Outlander Sport,2016,gasoline,148,4,MANUAL,FWD,4,Compact,SUV,29,23,436,19595,False,True,False,False,False,False,False,False,False,True,False,2016 Mitsubishi Outlander Sport SUV
4838,Mitsubishi,Outlander Sport,2017,gasoline,168,4,AUTOMATIC,4WD,4,Compact,SUV,27,22,436,24195,False,True,False,False,False,False,False,False,False,True,False,2017 Mitsubishi Outlander Sport SUV
4845,Mitsubishi,Outlander Sport,2017,gasoline,148,4,MANUAL,FWD,4,Compact,SUV,29,23,436,19795,False,True,False,False,False,False,False,False,False,True,False,2017 Mitsubishi Outlander Sport SUV
4846,Mitsubishi,Outlander,2015,gasoline,166,4,AUTOMATIC,AWD,4,Midsize,SUV,29,24,436,26195,False,True,False,False,False,False,False,False,False,True,False,2015 Mitsubishi Outlander SUV
4850,Mitsubishi,Outlander,2016,gasoline,224,6,AUTOMATIC,AWD,4,Midsize,SUV,27,20,436,30995,False,True,False,False,False,False,False,False,False,False,True,2016 Mitsubishi Outlander SUV
4857,Mitsubishi,Outlander,2017,gasoline,224,6,AUTOMATIC,AWD,4,Midsize,SUV,27,20,436,31695,False,True,False,False,False,False,False,False,False,False,True,2017 Mitsubishi Outlander SUV
4864,Chrysler,Pacifica,2017,gasoline,287,6,AUTOMATIC,FWD,4,Midsize,Minivan,28,18,1013,42495,False,False,False,False,False,False,False,False,True,False,True,2017 Chrysler Pacifica Minivan
4869,Porsche,Panamera,2015,gasoline,570,8,AUTOMATED_MANUAL,AWD,4,Large,Sedan,24,15,1715,200500,False,False,False,False,False,True,False,True,False,False,True,2015 Porsche Panamera Sedan
4879,Porsche,Panamera,2016,gasoline,520,8,AUTOMATED_MANUAL,AWD,4,Large,Sedan,24,15,1715,161100,False,False,False,False,False,True,False,True,False,False,True,2016 Porsche Panamera Sedan
4891,Volkswagen,Passat,2015,gasoline,170,4,AUTOMATIC,FWD,4,Midsize,Sedan,36,24,873,26280,True,False,False,False,False,False,False,False,False,True,False,2015 Volkswagen Passat Sedan
